question,answer,passage
is twitch still the dj on the ellen show,True,"Stephen Laurel ``tWitch'' Boss is a freestyle hip-hop dancer, entertainer and actor from Montgomery, Alabama. In 2008, he was the runner-up in the American So You Think You Can Dance. Since 2014, he has been featured on The Ellen DeGeneres Show as a DJ. He is also featured in Ellen's Game of Games as a sidekick to DeGeneres."
does faramir die in the return of the king,True,"With Éowyn, he settled in Emyn Arnen, where the two had a son named Elboron. After Faramir's death at the age of 120, his son succeeded him in all of his titles. Barahir, Faramir's grandson, wrote The Tale of Aragorn and Arwen, which was inserted (in an abbreviated form) in the Thain's Book by the writer Findegil, and appears in The Lord of the Rings as part of Appendix A."
is mary a witch in mary and the witchs flower,True,"The film tells a story of a girl named Mary Smith who finds ``fly-by-night'', a mysterious flower that can give her the power to become a witch for only one night. The film was released in Japan on 8 July 2017. In the English-language version of the film, which was concurrently released with a subtitled version in the United States on 19 January 2018, the film features the voices of Ruby Barnhill, Kate Winslet and Jim Broadbent."
can the texas flag fly equal to the us flag,False,"The flag is required by law to be displayed on or near the main administration building of each state institution during each state or national holiday, and on any special occasion of historical significance, permanently above both doors of the Texas State Capitol, alone at the north door, and under the U.S. flag at the south door, with the exception being if the flags are at half mast or if the POW/MIA flag is being flown with the U.S. flag; in which event the Texas flag shall only fly at the North Door. State law also requires that the state flag be flown at or near any International Port of Entry. When displayed vertically, the blue stripe should be at top and, from the perspective of an observer, the white stripe should be to the left of the red stripe."
is there going to be another season of star vs the forces of evil,True,"Star vs. the Forces of Evil typically follows a format of two 11-minutes long independent ``segments'' per episode, with individual writing and directing credits for each, although it occasionally opts for a single, 22-minutes long story instead. The first episode aired on January 18, 2015 on Disney Channel as a special preview, becoming the most-watched animated series debut in Disney XD's history; the first season subsequently officially premiered on Disney XD on March 30, 2015. The third season started on July 15, 2017 and concluded on April 7, 2018. On February 28, 2017, the series was officially renewed for a fourth season. Nearly a year after the renewal, it was announced that the show would be moving to Disney Channel for its fourth season."
is the shinkansen the fastest train in the world,True,"The maximum operating speed is 320 km/h (200 mph) (on a 387.5 km section of the Tōhoku Shinkansen). Test runs have reached 443 km/h (275 mph) for conventional rail in 1996, and up to a world record 603 km/h (375 mph) for maglev trains in April 2015."
is need for speed the run open world,True,"Need for Speed: The Run is a racing video game, the eighteenth title in the long-running Need for Speed franchise, and developed by Canadian EA subsidiary EA Black Box and published by Electronic Arts. The Wii and 3DS versions were developed by Firebrand Games, the team behind Undercover and Nitro (both DS versions). It was released in North America on November 15, 2011 and November 18, 2011 in Europe."
will there be a 4th hunger games movie,True,"The Hunger Games: Mockingjay -- Part 2 is a 2015 American dystopian science fiction adventure film directed by Francis Lawrence, with a screenplay by Peter Craig and Danny Strong. It is the fourth and final installment in The Hunger Games film series, and the second of two films based on the novel Mockingjay, the final book in The Hunger Games trilogy by Suzanne Collins. Produced by Nina Jacobson and Jon Kilik, and distributed by Lionsgate, the film features an ensemble cast that includes Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Julianne Moore, Philip Seymour Hoffman, and Donald Sutherland. Hoffman died in February 2014, making Mockingjay -- Part 2 his final film role. Principal photography on both parts of the film began on September 23, 2013 in Atlanta, before moving to Paris for two weeks of back-to-back filming and officially concluding on June 20, 2014, in Berlin and at Babelsberg Studios, Germany."
is there a border between monaco and france,False,"Monaco (/ˈmɒnəkoʊ/ ( listen); French pronunciation: ​(mɔnako)), officially the Principality of Monaco (French: Principauté de Monaco), is a sovereign city-state, country and microstate on the French Riviera in Western Europe. France borders the country on three sides while the other side borders the Mediterranean Sea. Monaco has an area of 2.02 km (0.78 sq mi) and a population of about 38,400, according to the last census of 2016. With 19,009 inhabitants per km2, it is the second-smallest and most densely populated sovereign state in the world. Monaco has a land border of 5.47 km (3.40 mi), a coastline of 3.83 km (2.38 mi), and a width that varies between 1,700 and 349 m (1,859 and 382 yd). The highest point in the country is a narrow pathway named Chemin des Révoires on the slopes of Mont Agel, in the Les Révoires Ward, which is 161 metres (528 feet) above sea level. Monaco's most populous Quartier is Monte Carlo and the most populous Ward is Larvotto/Bas Moulins. Through land reclamation, Monaco's land mass has expanded by 20 percent; in 2005, it had an area of only 1.974 km (0.762 sq mi). Monaco is known as a playground for the rich and famous, due to its tax laws. In 2014, it was noted about 30% of the population was made up of millionaires, more than in Zürich or Geneva."
is cracker barrel restaurant related to the cheese,False,"In response, Kraft Foods filed a trademark-infringement lawsuit in February 2013. Kraft has sold cheese in retail stores under their Cracker Barrel brand since 1954. The corporation said that Cracker Barrel stores have not made significant sales of retail food products beyond their restaurant menu, and asked that the Smithfield Foods deal be nullified by the U.S. District Court in the Northern District of Illinois."
did good friday used to be a bank holiday,True,"A bank holiday is a public holiday in the United Kingdom, some Commonwealth countries, Hong Kong and the Republic of Ireland. There is no automatic right to time off on these days, although banks close and the majority of the working population is granted time off work or extra pay for working on these days, depending on their contract. The first official bank holidays were the four days named in the Bank Holidays Act 1871, but today the term is also commonly used for Good Friday and Christmas Day which were already public holidays under common law and therefore not official bank holidays in England, Wales and Northern Ireland."
does keeping up with the kardashians still air,True,"Keeping Up with the Kardashians (often abbreviated KUWTK) is an American reality television series that airs on the E! cable network. The show focuses on the personal and professional lives of the Kardashian--Jenner blended family. Its premise originated with Ryan Seacrest, who also serves as an executive producer. The series debuted on October 14, 2007 and has subsequently become one of the longest-running reality television series in the country. The fifteenth season premiered on August 5, 2018."
does hit the floor have a new cast,False,"On April 27, 2017, it was announced that the series would move to BET for its future seasons. In October 2017, BET announced that Cain, Elise, Freeman, Bailess, O'Keefe, and Antonello would be returning to the series, and series creator James LaRosa confirmed that Paige and Senn would not be returning for season four. Teyana Taylor was cast in an undisclosed role in October, and four new regular cast members were announced in November 2017: Tiffany Hines as ``mystery woman'' Eve, Cort King as rookie player Pax, Kyndall as new dancer Jamie, and Kristian Kordula as reporter Noah. Production began in November 2017, and the series' eight-episode fourth season will premiere on July 10, 2018."
the olfactory epithelium lies in a mucous membrane covering the inferior nasal conchae,True,"The nasal mucous membrane lines the nasal cavities, and is intimately adherent to the periosteum or perichondrium of the nasal conchae. It is continuous with the skin through the nares, and with the mucous membrane of the nasal part of the pharynx through the choanae. From the nasal cavity its continuity with the conjunctiva may be traced, through the nasolacrimal and lacrimal ducts; and with the frontal, ethmoidal, sphenoidal, and maxillary sinuses, through the several openings in the meatuses. The mucous membrane is thickest, and most vascular, over the nasal conchae. It is also thick over the septum; but it is very thin in the meatuses on the floor of the nasal cavities, and in the various sinuses. It is one of the most commonly infected tissues in adults and children. Inflammation of this tissue may cause significant impairment of daily activities, with symptoms such as stuffy nose, headache, mouth breathing, etc."
is blair waldorf really pregnant in season 5,True,"Though she insists that she is in love with Louis, Blair begins to seek Chuck out as the season progresses. The two eventually declare their love for each other prior to a car accident in her limousine while being chased by paparazzi. Though both recover, Blair suffers a miscarriage from the crash. After the crash Blair decides that she must commit herself to Louis, converting to Catholicism and cutting off any connection with Chuck. At the wedding, Gossip Girl releases a recording of Blair confessing her love for Chuck. Nevertheless, Louis and Blair get married, making Blair a Princess of Monaco, though Louis informs her that they will have a loveless marriage of convenience. She then receives support from Dan, leading them to share a kiss on Valentine's Day. Amidst these developments, Blair grows conflicted between her feelings for Dan and Chuck. After taking steps to end her marriage, she chooses to begin a romantic relationship with Dan. By the end of the season, however, after a debate about which love is the best--with Dan she feels safe, with Chuck she feels vulnerable--Blair declares that she is still in love with Chuck, and chooses to pursue him."
do you have to be a citizen of a country to play in the world cup,False,"As the governing body of association football, FIFA is responsible for maintaining and implementing the rules that determine whether an association football player is eligible to represent a particular country in officially recognised international competitions and friendly matches. In the 20th century, FIFA allowed a player to represent any national team, as long as the player held citizenship of that country. In 2004, in reaction to the growing trend towards naturalisation of foreign players in some countries, FIFA implemented a significant new ruling that requires a player to demonstrate a ``clear connection'' to any country they wish to represent. FIFA has used its authority to overturn results of competitive international matches that feature ineligible players."
is the uk prime minister head of state,True,"The Prime Minister of the United Kingdom is the head of the United Kingdom government. The Prime Minister (informally abbreviated to PM) and Cabinet (consisting of all the most senior ministers, most of whom are government department heads) are collectively accountable for their policies and actions to the Monarch, to Parliament, to their political party and ultimately to the electorate. The Office is one of the Great Offices of State. The current holder of the office, Theresa May, leader of the Conservative Party, was appointed by the Queen on 13 July 2016."
is it illegal to distill alcohol in australia,False,"Distillation of alcohol requires an excise license in Australia. The sale of stills and other distilling equipment, including yeasts, flavourings, and other ingredients specific to distillation, is legal."
does phoebe buffay really have a twin sister,False,"In the pilot episode, Phoebe is introduced as one of the six original friends, including neighbors Joey (Matt LeBlanc) and Chandler (Matthew Perry), former roommate Monica (Courteney Cox), Rachel Green (Jennifer Aniston), and Monica's brother, Ross (David Schwimmer). She is a musician at their typical meeting place, Central Perk, where she plays guitar and sings self-written songs. During the first season, she has a myriad of boyfriends, including Tony, a physicist named David, played by Hank Azaria, and a psychologist named Roger, played by Fisher Stevens. Phoebe's twin sister, Ursula Buffay, a character originally created for and appearing in the American sitcom Mad About You as a waitress, is also introduced in the first season, in ``The One With Two Parts''. Ursula is also portrayed by Kudrow. Phoebe works as a temporary secretary for Chandler for a brief period of time in ``The One With The Ick Factor''. It is revealed that the woman Phoebe believed was her mother, Lily Buffay, committed suicide when Phoebe was about 14, by means of carbon monoxide poisoning."
is there an elevated train in new york,False,"The Third Avenue El was the last elevated line to operate in Manhattan, other than the 1 train on the IRT Broadway--Seventh Avenue Line (which has elevated sections between 122nd and 135th Streets and north of Dyckman Street), and was a frequent backdrop for movies. Service on the Second, Sixth and Ninth Avenue elevated lines were terminated in 1942, 1938, and 1940, respectively."
is the swan and dolphin hotel owned by disney,True,"The Walt Disney World Swan is a resort hotel designed by architect Michael Graves located between Epcot and Disney's Hollywood Studios behind Disney's BoardWalk Resort and across from its sister resort, the Walt Disney World Dolphin. The Swan, which opened January 13, 1990 on Disney property, is a joint venture between the Walt Disney Company, Tishman Hotel Corporation, MetLife and Starwood Hotels and Resorts. The land the resort occupies is owned by the Walt Disney Company, while the buildings themselves are leased by Disney to the Tishman Hotel Corporation and MetLife and operated by Starwood Hotels & Resorts Worldwide under the Westin brand. The Walt Disney World Swan and Dolphin are a part of the Walt Disney Collection of resorts, because of this they are Disney branded and guests of the resort have access to special Disney benefits available to Disney Resort Hotel guests only."
did the montgomery bus boycott start the civil rights movement,True,"The Montgomery Bus Boycott was a political and social protest campaign against the policy of racial segregation on the public transit system of Montgomery, Alabama. It was a seminal event in the Civil Rights Movement. The campaign lasted from December 5, 1955--the Monday after Rosa Parks, an African American woman, was arrested for refusing to surrender her seat to a white person--to December 20, 1956, when a federal ruling, Browder v. Gayle, took effect, and led to a United States Supreme Court decision that declared the Alabama and Montgomery laws that segregated buses were unconstitutional. Many important figures in the Civil Rights Movement took part in the boycott, including Reverend Martin Luther King Jr. and Ralph Abernathy."
is a bramble the same as a blackberry,True,"In British English, a ``bramble'' is any rough (usually wild) tangled prickly shrub--specifically the blackberry bush (Rubus fruticosus)--or any hybrid of similar appearance, with thorny stems. Bramble or brambleberry may also refer to the blackberry fruit or products of its fruit (e.g., bramble jelly). The shrub grows abundantly in all parts of the British Isles and harvesting the fruits in late summer and autumn is often considered a favourite pastime. It can also become a nuisance in gardens, sending down its strong suckering roots amongst hedges and shrubs. Many consider it a weed due its tendency to grow in neglected areas and its sharp, tough thorns which can be hazardous to children and pets."
did mark wahlberg do his own singing in the movie rockstar,True,"Wahlberg spent five months preparing for his role as Chris Cole, working with a vocal coach, growing his hair, attending the metal scene and wandering around Los Angeles in-character. A concert scene was shot at the Los Angeles Memorial Sports Arena before 10,000 Metallica and Megadeth fans. While filming one Steel Dragon performance, the crew pranked Wahlberg by playing Marky Mark's ``Good Vibrations'' instead of a rock track, and footage of this is featured during the film's end credits. By 2001, Warner renamed the project from Metal God to Rock Star in order to attract a broader rock fandom instead of just metal fans."
why does italy have both a prime minister and president,True,"The executive power is exercised collectively by the Council of Ministers, which is led by the Prime Minister, officially referred to as President of the Council (Presidente del Consiglio). Legislative power is vested in the two houses of the Italian Parliament primarily, and secondarily on the Council of Ministers, which can introduce bills and holds the majority in both houses. The judiciary of Italy is independent of the executive and the legislative branches. It is headed by the High Council of the Judiciary, a body presided over by the President of Italy, who is the head of state though his position is separate from all branches. The current Italian President is Sergio Mattarella and the current Prime Minister of Italy is Paolo Gentiloni."
pir panjal is a part of trans himalaya,True,"The northernmost range of mountains are the Karakoram Mountains that continue into Pakistan and China. To the south of the Karakoram Range lies the Zaskar Ranges. Parallel to the Zaskar Ranges lie the Pir Panjal Ranges. These three mountain ranges lie parallel to each other in the north-western part of India, most of its area lying in the state of Jammu and Kashmir as its capital Srinagar, too."
is salazar's revenge the last pirates of the caribbean movie,True,"Dead Men Tell No Tales was released in conventional, Disney Digital 3-D, RealD 3D and IMAX 3D formats on May 26, 2017, ten years and one day after release of Pirates of the Caribbean: At World's End (2007). The film received criticism for its complicated and convoluted plot, though the performances, visuals and shorter running time were praised; some critics considered the film an improvement over its predecessor, while others felt the franchise had run its course. The film has made $794 million worldwide, the second-lowest gross of the series but the eighth highest-grossing film of 2017."
is there more than one airport in birmingham,False,"Birmingham Airport (IATA: BHX, ICAO: EGBB), formerly Birmingham International Airport and before that, Elmdon Airport, is an international airport located 7 nautical miles (13 km; 8.1 mi) east-southeast of Birmingham city centre, slightly north of Bickenhill in the Metropolitan Borough of Solihull, England. It has a CAA Public Use Aerodrome Licence (Number P451) that allows flights for the public transport of passengers or for flying instruction. Passenger throughput in 2017 was over 12.9 million, making Birmingham the seventh busiest UK airport. The airport offers both domestic flights within the UK and international flights to destinations in Europe, the Middle East, the Indian subcontinent, North America and the Caribbean. Birmingham Airport is an operating base for Flybe, Jet2.com, Ryanair, Thomas Cook Airlines and TUI Airways, and it served as a base for Monarch Airlines and Primera Air before Monarch ceased operations in October 2017 and Primera Air in October 2018."
is ethyl alcohol the same as rubbing alcohol,True,They are liquids used primarily as a topical antiseptic. They also have many industrial and household uses. The term ``rubbing alcohol'' has become a general non-specific term for either isopropyl alcohol (isopropanol) or ethyl alcohol (ethanol) rubbing-alcohol products.
is it dangerous to eat a bay leaf,True,"Some members of the laurel family, as well as the unrelated but visually similar mountain laurel and cherry laurel, have leaves that are poisonous to humans and livestock. While these plants are not sold anywhere for culinary use, their visual similarity to bay leaves has led to the oft-repeated belief that bay leaves should be removed from food after cooking because they are poisonous. This is not true; bay leaves may be eaten without toxic effect. However, they remain unpleasantly stiff even after thorough cooking, and if swallowed whole or in large pieces, they may pose a risk of harming the digestive tract or causing choking. There have been cases of intestinal perforations caused by swallowing bay leaves, so unless the leaves in the recipe have been ground they should be removed from the food before serving; otherwise, the risk of a surgical emergency remains. Thus, most recipes that use bay leaves will recommend their removal after the cooking process has finished."
is there going to be a punisher season 2,True,The season is set for release in 2019.
is a bill of sale a purchase agreement,True,"A bill of sale is a document that transfers ownership of goods from one person to another. It is used in situations where the former owner retains possession of the goods. Bills of sale may be used in a wide variety of transactions: people can sell their goods, exchange them, give them as gifts or mortgage them to get a loan. They can only be used:"
is royal blue the same as navy blue,True,Navy blue is a shade of the standard (h = 240°) blue. Navy blue got its name from the dark blue (contrasted with white) worn by officers in the British Royal Navy since 1748 (originally called marine blue before 1840) and subsequently adopted by other navies around the world.
does the state of colorado have the death penalty,True,"It was reinstated in 1974 by popular vote, with 61% in favor of the measure that was referred to the voters by the state legislature."
are flounders born with eyes on both sides,False,"In its life cycle, an adult flounder has two eyes on one side of its head, and at hatching one eye is on each side of its head. One eye migrates to the other side of the body through a metamorphosis as it grows from larval to juvenile stage. As an adult, a flounder changes its habits and camouflages itself by lying on the bottom of the ocean floor as protection against predators. As a result, the eyes are then on the side which faces up. The side to which the eyes migrate is dependent on the species type."
was the american president filmed in the white house,False,"An extensive White House set, of both the East and West Wings, was built on the Castle Rock Entertainment lot in Culver City. The set's Oval Office was later reused for the films Nixon and Independence Day."
man on fire is it based on a true story,True,"Two real-life incidents shaped A.J. Quinnell's development of the book. In the first, after the eldest son of a rich Singaporean was kidnapped by Triads for ransom money, the man refused to pay the ransom, leading to the death of his son; the refusal meant that the man's other children would not become targets. The second was the kidnapping of John Paul Getty III, the son of Paul Getty, in Rome."
are planes allowed to fly over washington dc,True,"Within the ADIZ is an even more sensitive zone designated the Washington, D.C. Metropolitan Area Flight Restricted Zone (DC FRZ). The DC FRZ extends approximately 13--15 nmi (15--17 mi; 24--28 km) around the DCA VOR/DME. Flight within the FRZ is restricted to governmental, certain scheduled commercial and a limited set of waivered flights. Three general aviation airports (known as the ``Maryland 3'' or the ``DC 3'') are located inside the DC FRZ: College Park Airport (CGS), Washington Executive/Hyde Field (W32), and Potomac Airport (VKX)."
do they have the death penalty in oregon,False,"In November 2011, Governor John Kitzhaber announced a moratorium on executions in Oregon, canceling a planned execution and ordering a review of the death penalty system in the state. Kitzhaber's successor, Governor Kate Brown, affirmed her commitment to the moratorium."
can you go to jail for burning american flag,False,"The flag of the United States is sometimes burned in protest of the policies of the American government, both within the country and abroad. The United States Supreme Court in Texas v. Johnson, 491 U.S. 397 (1989), and reaffirmed in U.S. v. Eichman, 496 U.S. 310 (1990), has ruled that due to the First Amendment to the United States Constitution, it is unconstitutional for a government (whether federal, state, or municipal) to prohibit the desecration of a flag, due to its status as ``symbolic speech.'' However, content-neutral restrictions may still be imposed to regulate the time, place, and manner of such expression. If the flag that was burned was someone else's property (as it was in the Johnson case, since Johnson had stolen the flag from a Texas bank's flagpole), the offender could be charged with petty larceny (a flag usually sells at retail for less than USD 20), or with destruction of private property, or possibly both."
is an industrial and provident society a charity,True,"In 2006, the Friendly and Industrial and Provident Societies Act 1968 (Audit Exemption) (Amendment) Order 2006 increased the audit exemption threshold level for industrial and provident societies to £5.6 million. Also the Charities Act 2006 removed certain exemptions of charitable IPSs in England and Wales. From that point, charitable IPSs had to register with both the FCA and the Charity Commission, except registered social landlords, who register with the Tenant Services Authority."
is caesar in the old planet of the apes,True,"Born Milo, named after his parents' friend Dr. Milo, Caesar first appeared in Escape from the Planet of the Apes as the son of talking chimpanzees Cornelius and Zira after they travelled back in time the Earth of Taylor's era. As the infant was feared to be the cause of the future where his parents originated, Milo was raised by circus owner Armando after Zira switched him with a young chimpanzee recently born to Armando's primitive chimpanzee, Heloise, prior to his parents' death by the action of the human Dr. Otto Hasslein. As Hasslein killed the infant with Zira deposing of the body, Milo was assumed dead and was raised by Armando as a mute acrobat while renamed ``Caesar''."
is my brothers wife my husbands sister in law,True,"One's sibling-in-law is one's spouse's sibling, or one's sibling's spouse. By gender, this is specified as brother-in-law for one's spouse's brother, one's sibling's husband, or one's spouse's sibling's husband, and sister-in-law for the one's spouse's sister, one's sibling's wife, or one's spouse's sibling's wife."
can i bring a handgun into new york,True,State law provides restricted exceptions for interstate transportation of firearms by non-residents. Non-residents may transport any lawful firearm through the state to any place outside of it where an individual may lawfully possess and carry such firearm.
do you have to pay bail in canada,False,"Bail in Canada refers to the release (or detention) of a person charged with a criminal offence prior to being tried in court or sentenced. A person may be released by a peace officer or by the courts. A release on bail by the courts is officially known as a judicial interim release. There are also a number of ways to compel a person's appearance in court without the need for an arrest and release. The Canadian constitution guarantees the right not to be denied reasonable bail without just cause. Unlike some other jurisdictions, for example the United States and the Philippines, there are no bondsmen or bail insurance policies in Canada."
does refractive index vary with colour of light,False,"The refractive index can be seen as the factor by which the speed and the wavelength of the radiation are reduced with respect to their vacuum values: the speed of light in a medium is v = c/n, and similarly the wavelength in that medium is λ = λ/n, where λ is the wavelength of that light in vacuum. This implies that vacuum has a refractive index of 1, and that the frequency (f = v/λ) of the wave is not affected by the refractive index. As a result, the energy (E = h f) of the photon, and therefore the perceived color of the refracted light to a human eye which depends on photon energy, is not affected by the refraction or the refractive index of the medium."
is there an age limit for bb guns,False,"Under federal law, airsoft guns are not classified as firearms and are legal for all ages. People under the age of 18 are not permitted to buy airsoft guns over the counter in stores. However, a person of any age may use one (with the permission of their parents, of course, for anyone under 18). This is also the case for the laws in each state. However, in some major cities, the definition of a firearm within their respected ordinances includes propulsion by spring or compressed air, thus making airsoft subject to applicable laws. For example, airsoft guns within the state of California can only be bought by a person above the age of 18. However, no laws indicate an age requirement to sell airsoft guns. Generally speaking, toy, look-alike, and imitation firearms must have an orange tip during shipping and transportation."
is there going to be a iron fist season 2,True,"The season will be released on September 7, 2018."
beauty and the beast does the beast die,False,"During the battle, Gaston abandons his companion LeFou, who then sides with the servants to fend off the villagers. Gaston attacks the Beast in his tower, who is too depressed to fight back, but regains his spirit upon seeing Belle return. He overpowers Gaston, but spares his life before reuniting with Belle. However, Gaston fatally shoots the Beast from a bridge, but it collapses when the castle crumbles, and he falls to his death. The Beast dies as the last petal falls, and the servants become inanimate. As Belle tearfully professes her love to the Beast, Agathe reveals herself as the enchantress and undoes the curse, repairing the crumbling castle, and restoring the Beast's and servants' human forms and the villagers' memories. The Prince and Belle host a ball for the kingdom, where they dance happily."
does the concept of a contact force apply to both a macroscopic scale and an atomic scale,False,"In the Standard Model of modern physics, the four fundamental forces of nature are known to be non-contact forces. The strong and weak interaction primarily deal with forces within atoms, while gravitational effects are only obvious on an ultra-macroscopic scale. Molecular and quantum physics show that the electromagnetic force is the fundamental interaction responsible for contact forces. The interaction between macroscopic objects can be roughly described as resulting from the electromagnetic interactions between protons and electrons of the atomic constituents of these objects. Everyday objects do not actually touch; rather, contact forces are the result of the interactions of the electrons at or near the surfaces of the objects."
are you a doctor if you have a jd,True,"The Juris Doctor degree (J.D. or JD), also known as the Doctor of Jurisprudence degree (J.D., JD, D.Jur. or DJur), is a graduate-entry professional degree in law and one of several Doctor of Law degrees. It is earned by completing law school in Australia, Canada and the United States, and some other common law countries. It has the academic standing of a professional doctorate in the United States, a master's degree in Australia, and a second-entry, baccalaureate degree in Canada, (in all three jurisdictions the same as other professional degrees such as M.D. or D.D.S., the degrees required to be a practicing physician or dentist, respectively)."
is gallaudet the only deaf university in the world,True,"Founded in 1864, Gallaudet University was originally a grammar school for both deaf and blind children. It was the first school for the advanced education of the deaf and hard of hearing in the world and remains the only higher education institution in which all programs and services are specifically designed to accommodate deaf and hard of hearing students. Hearing students are admitted to the graduate school and a small number are also admitted as undergraduates each year. The university was named after Thomas Hopkins Gallaudet, a notable figure in the advancement of deaf education."
can they close the roof at wembley stadium,True,"Designed by Populous and Foster and Partners, the stadium is crowned by a 134-metre-high (440 ft) Wembley Arch which serves aesthetically as a landmark across London and structurally with the arch supporting over 75% of the entire roof load. The stadium was built by Australian firm Multiplex at a cost of £798 million (£1.09 billion today). Contrary to popular belief, Wembley Stadium does not have a retractable roof which covers the playing surface. Two partially retractable roof structures over the east and west end of the stadium can be opened to allow sunlight and aid pitch growth."
do they still use the electric chair in america,False,"Execution by electrocution, performed using an electric chair, is a method of execution originating in the United States in which the condemned person is strapped to a specially built wooden chair and electrocuted through electrodes fastened on the head and leg. This execution method, conceived in 1881 by a Buffalo, New York, dentist named Alfred P. Southwick, was developed throughout the 1880s as a ``humane alternative'' to hanging, and first used in 1890. This execution method has been used in the United States and, for a period of several decades, in the Philippines (its first use was in 1924, last in 1976)."
is every diameter of a circle is a chord,False,"A chord of a circle is a straight line segment whose endpoints both lie on the circle. A secant line, or just secant, is the infinite line extension of a chord. More generally, a chord is a line segment joining two points on any curve, for instance an ellipse. A chord that passes through a circle's center point is the circle's diameter. Every diameter is a chord, but not every chord is a diameter."
are keebler grasshoppers the same as thin mints,True,"Keebler manufactures a similar cookie known as a Grasshopper, which is produced in the same factory as Little Brownie Bakers's Thin Mints."
mri and mrsi are the same exact thing,True,"Magnetic resonance spectroscopic imaging (MRSI) is a noninvasive imaging method that provides spectroscopic information in addition to the image that is generated by MRI alone. Whereas traditional magnetic resonance imaging (MRI) generates a black-and-white image in which brightness is determined primarily by the T1 or T2 relaxation times of the tissue being imaged, the spectroscopic information obtained in an MRSI study can be used to infer further information about cellular activity (metabolic information). For example, in the context of oncology, an MRI scan may reveal the shape and size of a tumor, while an MRSI study provides additional information about the metabolic activity occurring in the tumor. MRSI can be performed on a standard MRI scanner, and the patient experience is the same for MRSI as for MRI. MRSI has broad applications in medicine, including oncology and general physiological studies."
is non current assets the same as fixed assets,False,"Fixed assets, also known as tangible assets or property, plant and equipment (PP&E), is a term used in accounting for assets and property that cannot easily be converted into cash. This can be compared with current assets such as cash or bank accounts, which are described as liquid assets. In most cases, only tangible assets are referred to as fixed. IAS 16 (International Accounting Standard) defines Fixed Assets as assets whose future economic benefit is probable to flow into the entity, whose cost can be measured reliably. Fixed assets belong to one of 2 types: ``Freehold Assets'' -- assets which are purchased with legal right of ownership and used, and ``Leasehold Assets'' -- assets used by owner without legal right for a particular period of time."
does every player get a super bowl trophy,True,"The Vince Lombardi Trophy is the trophy awarded each year to the winning team of the National Football League's championship game, the Super Bowl. The trophy is named in honor of NFL coach Vince Lombardi."
are lupini beans the same as lima beans,True,"Lupin or lupini beans are the yellow legume seeds of the genus Lupinus. They are traditionally eaten as a pickled snack food, primarily in the Mediterranean basin (L. albus) and Latin America (L. mutabilis). The bitter variety of the beans are high in alkaloids and are extremely bitter unless rinsed methodically."
has any nba player ever won 3 championships with 3 different teams,True,"Robert Horry and John Salley are the only players to have won championships with three different teams. Horry won seven championships: two with the Houston Rockets, three with the Los Angeles Lakers and another two with San Antonio Spurs. Salley's four NBA titles came via two championships with the Detroit Pistons and one each with the Bulls and the Lakers. Horry is also the only non-Celtic to win more than 6 times. Frank Saul and Steve Kerr are the only players to win two championships with two different teams in consecutive seasons. Saul won consecutive championships with the Rochester Royals and the Minneapolis Lakers in the 1950s, and Kerr won consecutive championships with the Bulls and the Spurs in the 1990s. Both Saul and Kerr were NBA champions four years in a row, each having participated in three-peats, Saul with the Lakers and Kerr with the Bulls."
do signing bonuses count against the cap nhl,False,"The NHL salary cap is the total amount of money that National Hockey League teams are allowed to pay their players. It is a ``hard'' cap, meaning there are no exemptions (and thus no luxury tax penalties are required)."
do i have to show a cop my id in florida,False,"``Stop and identify'' statutes are statutory laws in the United States that authorize police to legally obtain the identification of someone whom they reasonably suspect of having committed a crime. If there is no reasonable suspicion that a crime has been committed, is being committed, or is about to be committed, an individual is not required to provide identification, even in ``Stop and ID'' states."
is state center iowa the center of the state,True,State Center had its start in the year 1864 by the building of the railroad through that territory. It was named for its location near the geographical center of the state.
is the movie the way back a true story,True,"The Way Back is a 2010 American survival film directed by Peter Weir, from a screenplay by Weir and Keith Clarke. The film is inspired by The Long Walk (1956), the memoir by former Polish prisoner of war Sławomir Rawicz, who claimed to have escaped from a Soviet Gulag and walked 4,000 miles to freedom in World War II. The film stars Jim Sturgess, Colin Farrell, Ed Harris, and Saoirse Ronan, with Alexandru Potocean, Sebastian Urzendowsky, Gustaf Skarsgård, Dragoș Bucur and Mark Strong."
can a president make a law without congress,True,"In the United States, an executive order is a directive issued by the President of the United States that manages operations of the federal government and has the force of law. The legal or constitutional basis for executive orders has multiple sources. Article Two of the United States Constitution gives the president broad executive and enforcement authority to use their discretion to determine how to enforce the law or to otherwise manage the resources and staff of the executive branch. The ability to make such orders is also based on express or implied Acts of Congress that delegate to the President some degree of discretionary power (delegated legislation)."
who did john wayne play in the alamo,True,"The Alamo is a 1960 American historical epic war film about the 1836 Battle of the Alamo produced and directed by John Wayne and starring Wayne as Davy Crockett. The picture also stars Richard Widmark as Jim Bowie and Laurence Harvey as William B. Travis, and the supporting cast features Frankie Avalon, Patrick Wayne, Linda Cristal, Joan O'Brien, Chill Wills, Joseph Calleia, Ken Curtis, Ruben Padilla as Santa Anna, and guest star Richard Boone as Sam Houston. The motion picture was photographed in 70 mm Todd-AO by William H. Clothier and released by United Artists."
